Seal ID	Survival	Tagloss	Sex 	Black Mass	Wean Mass	Brand
2962	00000011111110	UUUUUU1111111U	1	44	95	B
2963	00000010000000	UUUUUU1UUUUUUU	1	37	162	B
2964	00000010000000	UUUUUU1UUUUUUU	0	31	63	B
2965	00000011110000	UUUUUU1UU0UUUU	1	36	101	B
2966	00000011001000	UUUUUU11UU0UUU	1	47	141	B
2967	00000011111100	UUUUUU111100UU	1	49	113	B
2968	00000010000000	UUUUUU1UUUUUUU	0			N
2969	00000011000000	UUUUUU11UUUUUU	0			B
2970	00000010000000	UUUUUU1UUUUUUU	1			B
2971	00000011110000	UUUUUU1UU1UUUU	0			B
2973	00000010100000	UUUUUU1U1UUUUU	1			B
2974	00000011000000	UUUUUU11UUUUUU	0	48	112	B
2975	00000011100000	UUUUUU111UUUUU	0	41	110	B
2976	00000011000000	UUUUUU10UUUUUU	1	40	114	B
2977	00000010000000	UUUUUU1UUUUUUU	0	44	132	B
2978	00000011110000	UUUUUU1UU0UUUU	1	37	106	B
2979	00000010000000	UUUUUU1UUUUUUU	1			N
2980	00000011100100	UUUUUU111UU0UU	1	42	167	B
2981	00000010000000	UUUUUU1UUUUUUU	0	30	73	B
2982	00000010000000	UUUUUU1UUUUUUU	0	42	124	B
2983	00000010000000	UUUUUU1UUUUUUU	0	38	124	B
2984	00000010000010	UUUUUU1UUUUU0U	0	41	128	B
2985	00000010000010	UUUUUU1UUUUU0U	0	25	58	B
2986	00000010000000	UUUUUU1UUUUUUU	0			N
2987	00000011111100	UUUUUU111111UU	1	47	124	B
2988	00000010000000	UUUUUU1UUUUUUU	0	40	156	B
2989	00000010000000	UUUUUU1UUUUUUU	0	44	158	B
2990	00000011111110	UUUUUU11UU111U	0	44	139	B
2991	00000010000000	UUUUUU1UUUUUUU	0			N
2992	00000010001011	UUUUUU1UUU0U00	0	41	119	B
2993	00000010111000	UUUUUU1U110UUU	0	40	106	B
2994	00000010000000	UUUUUU1UUUUUUU	1			N
2995	00000010000000	UUUUUU1UUUUUUU	0	45	117	B
2996	00000011111000	UUUUUU11100UUU	0	34	81	B
2997	00000011111011	UUUUUU11111U0U	0	36	169	B
2998	00000011000000	UUUUUU11UUUUUU	0	40	135	B
2999	00000011111111	UUUUUU11111111	1	41	117	B
3000	00000011000000	UUUUUU11UUUUUU	1	59	163	B
3001	00000010000000	UUUUUU1UUUUUUU	1	46	150	B
3003	00000010000000	UUUUUU1UUUUUUU	1			B
3004	00000011000000	UUUUUU11UUUUUU	1			B
3006	00000010000000	UUUUUU1UUUUUUU	0			B
3008	00000010111000	UUUUUU1U110UUU	0	46	125	B
3009	00000010000000	UUUUUU1UUUUUUU	1	33	79	B
3010	00000010100000	UUUUUU1U1UUUUU	0	43	119	B
3011	00000010111111	UUUUUU1U1UU110	0	47	123	B
3012	00000010000000	UUUUUU1UUUUUUU	1	44	111	B
3013	00000011111110	UUUUUU1111111U	1	49	126	B
3014	00000011111011	UUUUUU11100U00	0	43	113	B
3015	00000010000000	UUUUUU1UUUUUUU	0			N
3016	00000010000000	UUUUUU1UUUUUUU	0	31	128	B
3017	00000011111000	UUUUUU11110UUU	1	42	128	B
3018	00000011111111	UUUUUU11111110	1	45	153	B
3019	00000010000000	UUUUUU1UUUUUUU	1	47	154	B
3020	00000011110000	UUUUUU1111UUUU	1	42	139	B
3021	00000010000000	UUUUUU1UUUUUUU	0			N
3022	00000010111111	UUUUUU1U111000	0	42	151	B
3023	00000010000000	UUUUUU1UUUUUUU	1			N
3024	00000010101111	UUUUUU1U1U000U	0	46	153	B
3025	00000010111101	UUUUUU1U1111U0	1	41	111	B
3026	00000011100100	UUUUUU110UU0UU	1	43	111	B
3027	00000010101001	UUUUUU1U1U1UU0	0	30	93	B
3028	00000010000000	UUUUUU1UUUUUUU	1			N
3029	00000010000000	UUUUUU1UUUUUUU	0			N
3030	00000011111011	UUUUUU11111U0U	0	43	139	B
3031	00000011000000	UUUUUU11UUUUUU	0	34	62	B
3032	00000010000000	UUUUUU1UUUUUUU	0	39	105	B
3033	00000010000000	UUUUUU1UUUUUUU	0	37	106	B
3034	00000011011000	UUUUUU11U10UUU	1	41	129	B
3035	00000010101000	UUUUUU1U0U0UUU	1	49	157	B
3036	00000010011011	UUUUUU1UU10U01	0	42	112	B
3037	00000011000000	UUUUUU11UUUUUU	0	42	144	B
3038	00000011000000	UUUUUU11UUUUUU	1	58	142	B
3039	00000010000100	UUUUUU1UUUU0UU	0	37	124	B
3040	00000010110000	UUUUUU1U10UUUU	1	46	135	B
3041	00000011000000	UUUUUU11UUUUUU	0			B
3042	00000010110111	UUUUUU1U11U10U	0	33	109	B
3043	00000010000000	UUUUUU1UUUUUUU	0			N
3044	00000010111100	UUUUUU1U1111UU	0			B
3045	00000011100000	UUUUUU111UUUUU	1	49	163	B
3046	00000010000000	UUUUUU1UUUUUUU	1			N
3047	00000010101000	UUUUUU1U1U1UUU	0	56	151	B
3048	00000010000000	UUUUUU1UUUUUUU	1			N
3049	00000011101100	UUUUUU100U00UU	0	30	85	B
3050	00000011110000	UUUUUU1111UUUU	0	41	116	B
3051	00000011111111	UUUUUU1111110U	0	43	164	B
3052	00000011000001	UUUUUU11UUUUU0	1	48	114	B
3053	00000011110000	UUUUUU1111UUUU	0	50	128	B
3054	00000011100010	UUUUUU111UUU0U	1	52	204	B
3055	00000011110000	UUUUUU1111UUUU	1	32	120	B
3056	00000010000000	UUUUUU1UUUUUUU	0			N
3057	00000011111000	UUUUUU11111UUU	1	48	144	B
3058	00000011100001	UUUUUU111UUUU0	1	44	158	B
3059	00000011100110	UUUUUU111UU10U	0	42	108	B
3060	00000010000000	UUUUUU1UUUUUUU	1	41	112	B
3061	00000010000000	UUUUUU1UUUUUUU	0			N
3062	00000010000000	UUUUUU1UUUUUUU	0	28	95	B
3063	00000010000000	UUUUUU1UUUUUUU	0	37	73	B
3064	00000010100010	UUUUUU1U1UUU0U	1	52	212	B
3065	00000010000000	UUUUUU1UUUUUUU	1	41	144	B
3066	00000010100000	UUUUUU1U1UUUUU	0	38	126	B
3067	00000010000000	UUUUUU1UUUUUUU	0			N
3068	00000010001000	UUUUUU1UUU0UUU	0	42	145	B
3069	00000010000000	UUUUUU1UUUUUUU	0	39	124	B
3070	00000011000111	UUUUUU11UUU110	0	40	116	B
3071	00000010000000	UUUUUU1UUUUUUU	0	35	109	B
3072	00000011000000	UUUUUU11UUUUUU	0	40	114	B
3073	00000010000000	UUUUUU1UUUUUUU	0	41	126	B
3074	00000010010000	UUUUUU1UU0UUUU	0	42	138	B
3075	00000010100000	UUUUUU1U1UUUUU	1	38	111	B
3076	00000010000000	UUUUUU1UUUUUUU	1	43	138	B
3077	00000010000000	UUUUUU1UUUUUUU	0	31	105	N
3078	00000010000000	UUUUUU1UUUUUUU	1			B
3079	00000010011000	UUUUUU1UU10UUU	1			B
3083	00000010100000	UUUUUU1U1UUUUU	0	30	92	B
3084	00000010000000	UUUUUU1UUUUUUU	0			N
3085	00000011100000	UUUUUU111UUUUU	0	35	103	B
3087	00000010000000	UUUUUU1UUUUUUU	1	36	106	B
3088	00000011111111	UUUUUU11111111	0	38	118	B
3089	00000010000110	UUUUUU1UUUU00U	1	42	43	B
3090	00000010010001	UUUUUU1UU0UUU0	1	46	139	B
3091	00000010001011	UUUUUU1UUU1U00	0	40	134	B
3092	00000010000000	UUUUUU1UUUUUUU	1	36	112	B
3093	00000010000000	UUUUUU1UUUUUUU	0			N
3094	00000010000000	UUUUUU1UUUUUUU	0	32	114	B
3095	00000010000000	UUUUUU1UUUUUUU	1	38	107	B
3096	00000010111000	UUUUUU1U100UUU	0	38	117	B
3097	00000011000000	UUUUUU11UUUUUU	1	40	117	B
3098	00000011111100	UUUUUU111111UU	1	41	132	B
3099	00000010000000	UUUUUU1UUUUUUU	0	42	118	B
3100	00000011000000	UUUUUU11UUUUUU	1	43	119	B
3101	00000010000000	UUUUUU1UUUUUUU	1	44	155	B
3102	00000010000000	UUUUUU1UUUUUUU	0	32	138	B
3103	00000010000010	UUUUUU1UUUUU0U	1	39	110	B
3104	00000010000000	UUUUUU1UUUUUUU	0	25	101	B
3105	00000011111100	UUUUUU111110UU	1	43	132	B
3106	00000010000000	UUUUUU1UUUUUUU	1	43	124	B
3107	00000011000000	UUUUUU11UUUUUU	1	42	108	B
3108	00000011111011	UUUUUU11111U1U	0	38	124	B
3109	00000010000000	UUUUUU1UUUUUUU	1	50	124	B
3110	00000011000000	UUUUUU11UUUUUU	0	49	130	B
3111	00000010000000	UUUUUU1UUUUUUU	1	48	140	B
3112	00000011111111	UUUUUU22222222	1	43	152	B
3113	00000010000000	UUUUUU1UUUUUUU	1	38	90	B
3114	00000010000000	UUUUUU1UUUUUUU	0	38	127	B
3115	00000011111111	UUUUUU22222222	1	44	123	B
3116	00000010010000	UUUUUU1UU0UUUU	1	38	129	B
3117	00000011011010	UUUUUU11U00U0U	1	47	127	B
3118	00000010000000	UUUUUU1UUUUUUU	0	35	122	B
3119	00000010000000	UUUUUU1UUUUUUU	1	40	107	B
3120	00000010000000	UUUUUU1UUUUUUU	1	43	106	B
3121	00000011110110	UUUUUU111UU00U	0	39	115	B
3122	00000011111110	UUUUUU1111111U	1	41	119	B
3123	00000010000000	UUUUUU1UUUUUUU	1	46	142	B
3124	00000010000000	UUUUUU1UUUUUUU	1	43	100	B
3125	00000011111111	UUUUUU11111000	1	39	143	B
3126	00000010000000	UUUUUU1UUUUUUU	0	39	139	B
3127	00000010110000	UUUUUU1U11UUUU	1	29	87	B
3128	00000010000000	UUUUUU1UUUUUUU	0	29	79	B
3129	00000011000100	UUUUUU11UUU0UU	0	46	149	B
3130	00000011111111	UUUUUU11111010	0	36	133	B
3131	00000010110000	UUUUUU1U10UUUU	1	41	126	B
3132	00000010000000	UUUUUU1UUUUUUU	1	34	94	B
3133	00000010000000	UUUUUU1UUUUUUU	1			N
3134	00000010000000	UUUUUU1UUUUUUU	1			N
3135	00000010100010	UUUUUU1U1UUU0U	1			B
3136	00000011111111	UUUUUU1111111U	0	37	87	B
3137	00000010000000	UUUUUU1UUUUUUU	0	42	138	B
3138	00000010000000	UUUUUU1UUUUUUU	0	36	127	B
3139	00000010111000	UUUUUU1U100UUU	0	44	133	B
3140	00000010000000	UUUUUU1UUUUUUU	1	47	104	B
3141	00000010000000	UUUUUU1UUUUUUU	1	42	127	B
3142	00000011000100	UUUUUU11UUU0UU	0	34	104	B
3143	00000010001000	UUUUUU1UUU0UUU	0	32	121	B
3144	00000010000000	UUUUUU1UUUUUUU	0			N
3145	00000010000000	UUUUUU1UUUUUUU	1			N
3146	00000010000000	UUUUUU1UUUUUUU	1	30	109	B
3147	00000010000000	UUUUUU1UUUUUUU	0	46	132	B
3148	00000010111111	UUUUUU1U110000	0	29	148	B
3149	00000011100000	UUUUUU111UUUUU	1	40	103	B
3150	00000010000001	UUUUUU1UUUUUU0	0	41	136	B
3151	00000011000000	UUUUUU10UUUUUU	0	39	113	B
3152	00000010000000	UUUUUU1UUUUUUU	1	42	114	B
3153	00000011110000	UUUUUU1111UUUU	0	42	173	B
3154	00000010000000	UUUUUU1UUUUUUU	1	23	56	B
3155	00000010000100	UUUUUU1UUUU1UU	1			N
3156	00000010000000	UUUUUU1UUUUUUU	0			N
3157	00000010011010	UUUUUU1UU00U0U	1	46	143	B
3158	00000010000000	UUUUUU1UUUUUUU	1	43	104	B
3159	00000011000000	UUUUUU11UUUUUU	1	44	117	B
3160	00000010000110	UUUUUU1UUUU00U	0	42	131	B
3161	00000011111000	UUUUUU22220UUU	1	42	159	B
3162	00000011101110	UUUUUU110U000U	0	39	137	B
3163	00000010111100	UUUUUU1U1100UU	1	51	156	B
3164	00000010000000	UUUUUU1UUUUUUU	1	50	127	B
3165	00000010010100	UUUUUU1UU0U0UU	0	40	108	B
3166	00000011000000	UUUUUU11UUUUUU	0	44	110	B
3167	00000010000000	UUUUUU1UUUUUUU	1	45	139	B
3168	00000011001010	UUUUUU11UU0U0U	1	46	125	B
3169	00000010100010	UUUUUU1U0UUU0U	0	32	131	B
3170	00000010000000	UUUUUU1UUUUUUU	0	38	102	B
3172	00000010000000	UUUUUU1UUUUUUU	1	31	80	B
3173	00000010101000	UUUUUU1U1U0UUU	0	43	163	B
3174	00000010111000	UUUUUU1U110UUU	1	40	139	B
3175	00000010000000	UUUUUU1UUUUUUU	1	40	134	B
3176	00000010100000	UUUUUU1U0UUUUU	1	32	69	B
3177	00000010011000	UUUUUU1UU00UUU	0	38	136	B
3178	00000010000000	UUUUUU1UUUUUUU	0	37	82	B
3179	00000010000000	UUUUUU1UUUUUUU	1			N
3180	00000010011000	UUUUUU1UU00UUU	1	42	102	B
3181	00000010100100	UUUUUU1U0UU0UU	1	42	120	B
3182	00000011111111	UUUUUU1110000U	0	42	138	B
3183	00000010000100	UUUUUU1UUUU0UU	1	44	130	B
3184	00000010011000	UUUUUU1UU00UUU	0	43	143	B
3185	00000010010000	UUUUUU1UU1UUUU	0	31	110	B
3186	00000010000000	UUUUUU1UUUUUUU	0	39	95	B
3187	00000010000000	UUUUUU1UUUUUUU	0	36	108	B
3188	00000010000000	UUUUUU1UUUUUUU	1			N
3189	00000010011111	UUUUUU1UU11101	1	34	111	B
3190	00000011010100	UUUUUU11U0U0UU	1	27	74	B
3191	00000010100000	UUUUUU1U1UUUUU	1	31	84	B
3192	00000010100000	UUUUUU1U1UUUUU	1	38	122	B
3193	00000010000000	UUUUUU1UUUUUUU	0	44	154	B
3194	00000010101110	UUUUUU1U0U000U	0	39	118	B
3195	00000011111100	UUUUUU111110UU	0	42	94	B
3196	00000011111111	UUUUUU1111111U	0	41	106	B
3197	00000010000000	UUUUUU1UUUUUUU	1	37	71	B
3198	00000011111111	UUUUUU11111111	1	44	172	B
3199	00000010000000	UUUUUU1UUUUUUU	1	27	71	B
3200	00000011000011	UUUUUU22UUUU00	0	42	118	B
3201	00000011100000	UUUUUU110UUUUU	1	35	99	B
3202	00000010000000	UUUUUU1UUUUUUU	0	38	97	B
3203	00000010000000	UUUUUU1UUUUUUU	0	44	104	B
3204	00000010000000	UUUUUU1UUUUUUU	1	39	110	B
3205	00000011000100	UUUUUU11UUU0UU	1	41	103	B
3206	00000010100000	UUUUUU1U1UUUUU	1	38	83	B
3207	00000010000000	UUUUUU1UUUUUUU	0	27	79	B
3208	00000011110111	UUUUUU1111U111	0	32	111	B
3209	00000010001000	UUUUUU1UUU0UUU	1	37	86	B
3210	00000011000000	UUUUUU11UUUUUU	1	46	130	B
3211	00000011000000	UUUUUU11UUUUUU	1	45	133	B
3212	00000011010000	UUUUUU11U1UUUU	0	49	138	B
3213	00000011111000	UUUUUU11111UUU	1	39	145	B
3214	00000010000000	UUUUUU1UUUUUUU	0	42	145	B
3215	00000010111111	UUUUUU1U111111	1	38	158	B
3216	00000011110000	UUUUUU1111UUUU	0	48	130	B
3217	00000010000000	UUUUUU1UUUUUUU	1	46	135	B
3218	00000010000000	UUUUUU1UUUUUUU	0	45	143	B
3219	00000010100000	UUUUUU1U1UUUUU	0	42	136	B
3220	00000010000000	UUUUUU1UUUUUUU	1	40	133	B
3221	00000011111111	UUUUUU1111111U	0	47	147	B
3222	00000010100011	UUUUUU1U1UUU0U	0	42	145	B
3223	00000010000000	UUUUUU1UUUUUUU	0	40	135	B
3224	00000010100000	UUUUUU1U1UUUUU	1	49	155	B
3225	00000010000000	UUUUUU1UUUUUUU	1	47	143	B
3226	00000011111000	UUUUUU11100UUU	1	44	137	B
3227	00000011101000	UUUUUU111U0UUU	0	31	110	B
3228	00000010111100	UUUUUU1U1UUUUU	0	33	126	B
3229	00000010000000	UUUUUU1UUUUUUU	0	41	119	B
3230	00000010111111	UUUUUU1U111111	0	43	128	B
3231	00000010000010	UUUUUU1UUUUU0U	0	34	94	B
3232	00000011100000	UUUUUU111UUUUU	1	42	139	B
3233	00000010000000	UUUUUU1UUUUUUU	1	33	97	B
3234	00000010000100	UUUUUU1UUUU0UU	1	50	173	B
3235	00000010000000	UUUUUU1UUUUUUU	0	38	117	B
3236	00000010000000	UUUUUU1UUUUUUU	1	38	144	B
3237	00000010000000	UUUUUU1UUUUUUU	1			N
3238	00000011001000	UUUUUU11UU1UUU	0	35	94	B
3239	00000010000000	UUUUUU1UUUUUUU	0			N
3240	00000011100000	UUUUUU111UUUUU	0			N
3241	00000010010000	UUUUUU1UU1UUUU	0			B
3242	00000010110001	UUUUUU1U11UUUU	0			B
3243	00000011111000	UUUUUU11111UUU	1			B
3244	00000010000100	UUUUUU1UUUU0UU	0	36	124	B
3245	00000010100000	UUUUUU1U1UUUUU	1	49	159	B
3246	00000011111011	UUUUUU11000U0U	0	30	79	B
3247	00000010000000	UUUUUU1UUUUUUU	0	38	115	B
3248	00000010000010	UUUUUU1UUUUU0U	0	33	88	B
3249	00000011001000	UUUUUU11UU0UUU	0	35	125	B
3250	00000010000000	UUUUUU1UUUUUUU	0	38	86	B
3251	00000010100000	UUUUUU1U1UUUUU	1	44	137	B
3252	00000011000000	UUUUUU22UUUUUU	0	34	79	B
3253	00000011100000	UUUUUU111UUUUU	1	46	137	B
3254	00000011111010	UUUUUU11111U1U	0	36	114	B
3255	00000010000000	UUUUUU1UUUUUUU	1			N
3256	00000010100000	UUUUUU1U1UUUUU	1	36	96	B
3257	00000010001000	UUUUUU1UUU0UUU	1	39	121	B
3258	00000011111101	UUUUUU111111U0	0	38	94	B
3259	00000010000000	UUUUUU1UUUUUUU	1	44	94	B
3260	00000010000000	UUUUUU1UUUUUUU	0			N
3261	00000010000000	UUUUUU1UUUUUUU	0	47	155	B
3262	00000010001000	UUUUUU1UUU0UUU	0	33	81	B
3263	00000010000000	UUUUUU1UUUUUUU	0	32	70	B
3264	00000011100000	UUUUUU111UUUUU	0	28	83	B
3265	00000010011111	UUUUUU1UU01111	1	45	113	B
3266	00000010111011	UUUUUU1U111U00	0	41	134	B
3267	00000011111100	UUUUUU111010UU	1	40	131	B
3268	00000010100000	UUUUUU1U0UUUUU	0	38	130	B
3269	00000011111000	UUUUUU22221UUU	0	41	126	B
3270	00000011110111	UUUUUU1111U000	0	46	167	B
3271	00000010000100	UUUUUU1UUUU0UU	0	41	150	B
3272	00000010100000	UUUUUU1U1UUUUU	1	38	137	B
3273	00000010000000	UUUUUU1UUUUUUU	1	40	104	B
3274	00000011000000	UUUUUU10UUUUUU	0	37	83	B
3275	00000010001100	UUUUUU1UUU00UU	0	39	137	B
3276	00000010000000	UUUUUU1UUUUUUU	1	38	82	B
3277	00000010000000	UUUUUU1UUUUUUU	0			N
3278	00000011000100	UUUUUU11UUU1UU	0	46	149	B
3279	00000010101011	UUUUUU1U1U0U00	1	45	129	B
3280	00000011111111	UUUUUU1111111U	0	36	125	B
3281	00000010000000	UUUUUU1UUUUUUU	0			N
3282	00000010000000	UUUUUU1UUUUUUU	0			N
3283	00000010000000	UUUUUU1UUUUUUU	1			N
3284	00000011111111	UUUUUU11111100	0	41	137	B
3285	00000011001110	UUUUUU11UU000U	0	31	107	B
3286	00000010000000	UUUUUU1UUUUUUU	0	39	122	B
3287	00000011000000	UUUUUU11UUUUUU	1	43	146	B
3288	00000010000000	UUUUUU1UUUUUUU	1	35	83	B
3289	00000011000000	UUUUUU11UUUUUU	0	37	114	B
3290	00000010100000	UUUUUU1U1UUUUU	0	30	95	B
3291	00000010111000	UUUUUU1U110UUU	0	36	135	B
3292	00000010101000	UUUUUU1U1U0UUU	1	48	107	B
3293	00000010000000	UUUUUU1UUUUUUU	1	50	131	B
3294	00000010110100	UUUUUU1U11U1UU	1	54	175	B
3295	00000010000010	UUUUUU1UUUUU0U	1	45	118	B
3296	00000010001000	UUUUUU1UUUUUUU	0	36	124	B
3297	00000011000000	UUUUUU11UUUUUU	1	46	152	B
3298	00000010000000	UUUUUU1UUUUUUU	0	39	97	B
3299	00000011011111	UUUUUU11U10000	1	49	130	B
3300	00000010000000	UUUUUU1UUUUUUU	0	34	96	B
3301	00000011100000	UUUUUU111UUUUU	1	53	155	B
3302	00000010101100	UUUUUU1U1U00UU	1	47	116	B
3303	00000011100000	UUUUUU111UUUUU	0	43	120	B
3304	00000010000000	UUUUUU1UUUUUUU	0	38	93	B
3305	00000011000000	UUUUUU11UUUUUU	0	34	95	B
3306	00000010100010	UUUUUU1U1UUU0U	0	33	66	B
3307	00000010100000	UUUUUU1U1UUUUU	1	36	86	B
3308	00000010000000	UUUUUU1UUUUUUU	1	49	105	B
3309	00000010100000	UUUUUU1U0UUUUU	0	50	113	B
3310	00000010010000	UUUUUU1UU0UUUU	0	45	153	B
3311	00000010000000	UUUUUU1UUUUUUU	0			N
3312	00000010111011	UUUUUU1U000U00	0	46	130	B
3313	00000010000000	UUUUUU1UUUUUUU	0	40	103	B
3315	00000010000000	UUUUUU1UUUUUUU	1	40	155	B
3316	00000010000000	UUUUUU1UUUUUUU	0	33	143	B
3317	00000010000000	UUUUUU1UUUUUUU	0	25	89	B
3318	00000011111111	UUUUUU11111110	0	25	88	B
3319	00000011000000	UUUUUU11UUUUUU	1	40	144	B
3320	00000010000000	UUUUUU1UUUUUUU	1	40	100	B
3321	00000011100000	UUUUUU111UUUUU	1	31	105	B
3322	00000011011111	UUUUUU11U11111	1	36	103	B
3323	00000010000000	UUUUUU1UUUUUUU	0	31	84	B
3324	00000011111100	UUUUUU111000UU	1	29	97	B
3325	00000011111111	UUUUUU11110000	0	32	140	B
3326	00000010000000	UUUUUU1UUUUUUU	1	29	74	B
3327	00000010000000	UUUUUU1UUUUUUU	0	34	111	B
3328	00000010100000	UUUUUU1U1UUUUU	1	42	111	B
3329	00000010010000	UUUUUU1UU0UUUU	0	36	150	B
3330	00000010000010	UUUUUU1UUUUU0U	1	45	137	B
3331	00000011101111	UUUUUU111U1111	0	41	165	B
3332	00000010000000	UUUUUU1UUUUUUU	0	35	106	B
3333	00000011111110	UUUUUU1111111U	0	35	95	B
3334	00000011000000	UUUUUU11UUUUUU	1	49	133	B
3335	00000010000000	UUUUUU1UUUUUUU	1	38	85	B
3336	00000011100000	UUUUUU221UUUUU	1	41	117	B
3337	00000010100000	UUUUUU1U0UUUUU	1	34	133	B
3338	00000010000000	UUUUUU1UUUUUUU	1	36	136	B
3339	00000010000010	UUUUUU1UUUUU0U	1	28	75	B
3340	00000010000000	UUUUUU1UUUUUUU	1	42	122	B
3341	00000010100011	UUUUUU1U1UUU0U	1	46	127	B
3342	00000010000000	UUUUUU1UUUUUUU	1	41	71	B
3343	00000010001010	UUUUUU1UUU0U0U	1	40	106	B
3344	00000011111100	UUUUUU111111UU	1	44	130	B
3345	00000011100000	UUUUUU111UUUUU	0	37	126	B
3346	00000010000000	UUUUUU1UUUUUUU	1	35	113	B
3347	00000011001000	UUUUUU11UU0UUU	0	36	130	B
3348	00000010000000	UUUUUU1UUUUUUU	1			B
3350	00000010110111	UUUUUU1U11U10U	1	47	97	B
3351	00000010010000	UUUUUU1UU0UUUU	1	34	95	B
3352	00000011100000	UUUUUU111UUUUU	0	39	124	B
3353	00000011100000	UUUUUU110UUUUU	0	44	122	B
3354	00000010000000	UUUUUU1UUUUUUU	1	31	80	B
3355	00000010111110	UUUUUU1U11111U	1	46	119	B
3356	00000010111111	UUUUUU1U11111U	0	38	134	B
3357	00000011001000	UUUUUU11UU0UUU	0	27	56	B
3358	00000010100000	UUUUUU1U0UUUUU	0	22	87	B
3359	00000011110000	UUUUUU1110UUUU	0	31	106	B
3360	00000010000000	UUUUUU1UUUUUUU	0	48	170	B
3361	00000010000000	UUUUUU1UUUUUUU	0	40	96	B
3362	00000011111000	UUUUUU11110UUU	0	30	88	B
3363	00000011111100	UUUUUU111111UU	0	33	102	B
3364	00000011100000	UUUUUU111UUUUU	1	31	121	B
3365	00000010111111	UUUUUU1U11111U	0	43	138	B
3366	00000010001000	UUUUUU1UUU0UUU	1	49	139	B
3367	00000010111111	UUUUUU1U1UU10U	0	37	127	B
3368	00000011100000	UUUUUU100UUUUU	1	40	155	B
3369	00000010000000	UUUUUU1UUUUUUU	1	29	62	B
3370	00000010100000	UUUUUU1U0UUUUU	1	32	92	B
3371	00000011101111	UUUUUU111U1111	1	44	146	B
3372	00000011110000	UUUUUU1110UUUU	1	45	122	B
3373	00000011000000	UUUUUU11UUUUUU	1	38	80	B
3374	00000011110111	UUUUUU1111U111	1	52	154	B
3375	00000011101000	UUUUUU111U0UUU	0	39	120	B
3376	00000010000000	UUUUUU1UUUUUUU	1			N
3377	00000010000000	UUUUUU1UUUUUUU	0			N
3378	00000011110000	UUUUUU1110UUUU	1	44	142	B
3379	00000010000000	UUUUUU1UUUUUUU	0	35	97	B
3380	00000010101011	UUUUUU1U1U1U11	1	33	110	B
3381	00000010000000	UUUUUU1UUUUUUU	1	28	92	B
3382	00000011010000	UUUUUU11U0UUUU	0	45	113	B
3383	00000010010000	UUUUUU1UU0UUUU	1	39	106	B
3384	00000010000000	UUUUUU1UUUUUUU	1	42	136	B
3385	00000010110000	UUUUUU1U10UUUU	1	42	117	B
3386	00000010000000	UUUUUU1UUUUUUU	0	43	147	B
3387	00000010000000	UUUUUU1UUUUUUU	0	39	54	B
3388	00000010000000	UUUUUU1UUUUUUU	0	46	141	B
3389	00000011101000	UUUUUU111U0UUU	1	44	106	B
3390	00000011000000	UUUUUU11UUUUUU	0	31	120	B
3391	00000010000000	UUUUUU1UUUUUUU	0	41	125	B
3392	00000011110000	UUUUUU1110UUUU	1	46	119	B
3393	00000011111111	UUUUUU11111111	0	46	112	B
3394	00000010000000	UUUUUU1UUUUUUU	0	31	122	B
3395	00000010010000	UUUUUU1UU0UUUU	1	41	114	B
3396	00000010000000	UUUUUU1UUUUUUU	0	35	85	B
3397	00000011011100	UUUUUU10U000UU	1			B
3399	00000010000000	UUUUUU1UUUUUUU	0			B
3400	00000011000000	UUUUUU11UUUUUU	1	44	142	B
3401	00000010000000	UUUUUU1UUUUUUU	1	37	58	B
3402	00000010111111	UUUUUU1U11100U	1	42	163	B
3403	00000010000000	UUUUUU1UUUUUUU	0	39	95	B
3404	00000011101100	UUUUUU222U22UU	1	47	105	B
3405	00000010101100	UUUUUU1U1U01UU	0	38	143	B
3406	00000010111000	UUUUUU1U111UUU	1	42	105	B
3407	00000010000000	UUUUUU1UUUUUUU	0	36	114	B
3408	00000010000000	UUUUUU1UUUUUUU	1	36	86	B
3409	00000010110000	UUUUUU1U11UUUU	1	53	176	B
3410	00000010000000	UUUUUU1UUUUUUU	1	42	112	B
3411	00000010101000	UUUUUU1U0U1UUU	0	43	124	B
3412	00000010000000	UUUUUU1UUUUUUU	1	39	159	B
3413	00000010000000	UUUUUU1UUUUUUU	0			N
3414	00000010100000	UUUUUU1U1UUUUU	0			N
3415	00000010100000	UUUUUU1U0UUUUU	1	39	111	B
3416	00000011100000	UUUUUU111UUUUU	0	35	87	B
3417	00000010000000	UUUUUU1UUUUUUU	1	44	114	B
3418	00000010000000	UUUUUU1UUUUUUU	1	45	140	B
3419	00000010000000	UUUUUU1UUUUUUU	0			N
3420	00000010000000	UUUUUU1UUUUUUU	0	34	112	B
3421	00000011100000	UUUUUU110UUUUU	1	49	148	B
3422	00000010000000	UUUUUU1UUUUUUU	1	38	110	B
3423	00000010000000	UUUUUU1UUUUUUU	1	35	95	B
3424	00000011110000	UUUUUU1111UUUU	1	47	172	B
3425	00000011001000	UUUUUU11UU0UUU	0	46	135	B
3426	00000010100000	UUUUUU1U1UUUUU	1	50	152	B
3427	00000010000000	UUUUUU1UUUUUUU	1	36	160	B
3428	00000011000000	UUUUUU11UUUUUU	1	44	139	B
3429	00000011101111	UUUUUU111U0111	0	41	132	B
3430	00000010000000	UUUUUU1UUUUUUU	0	43	112	B
3431	00000010000000	UUUUUU1UUUUUUU	1	44	125	B
